county,year,month,cumulative_total_doses,cumulative_fully_vaccinated,cumulative_at_least_one_dose,cumulative_up_to_date_count,id,Date
ALAMEDA,2020,1,0,0,0,0,0,b'2020-01'
ALAMEDA,2020,7,1,0,1,0,1,b'2020-07'
ALAMEDA,2020,8,43,3,40,0,2,b'2020-07'
ALAMEDA,2020,9,104,45,59,0,3,b'2020-07'
ALAMEDA,2020,10,121,51,72,0,4,b'2020-07'
ALAMEDA,2020,11,138,56,87,0,5,b'2020-08'
ALAMEDA,2020,12,24148,89,24066,1,6,b'2020-08'
ALAMEDA,2021,1,153922,29452,124230,1,7,b'2021-08'
ALAMEDA,2021,2,462196,135661,325769,2,8,b'2021-08'
ALAMEDA,2021,3,979526,406271,595980,2,9,b'2021-08'
ALAMEDA,2021,4,1575149,688061,970876,7,10,b'2021-08'
ALAMEDA,2021,5,1965182,961823,1094953,15,11,b'2021-08'
ALAMEDA,2021,6,2124644,1071023,1149758,20,12,b'2021-08'
ALAMEDA,2021,7,2203716,1113027,1188664,24,13,b'2021-08'
ALAMEDA,2021,8,2297162,1152951,1234465,29,14,b'2021-08'
ALAMEDA,2021,9,2387030,1188440,1260359,34,15,b'2021-08'
ALAMEDA,2021,10,2548753,1212033,1279987,45,16,b'2021-08'
ALAMEDA,2021,11,2838749,1236520,1349512,62,17,b'2021-08'
ALAMEDA,2021,12,3199474,1302448,1394826,98,18,b'2021-08'
ALAMEDA,2022,1,3448332,1333575,1430199,121,19,b'2022-08'
ALAMEDA,2022,2,3545639,1353829,1445696,136,20,b'2022-09'
ALAMEDA,2022,3,3592079,1363416,1453181,145,21,b'2022-09'
ALAMEDA,2022,4,3700162,1369029,1459229,154,22,b'2022-09'
ALAMEDA,2022,5,3793234,1373979,1464689,170,23,b'2022-09'
ALAMEDA,2022,6,3871316,1378018,1476623,187,24,b'2022-09'
ALAMEDA,2022,7,3938801,1385468,1491201,209,25,b'2022-09'
ALAMEDA,2022,8,3983593,1393481,1499992,232,26,b'2022-09'
ALAMEDA,2022,9,4103587,1399365,1506840,87192,27,b'2022-09'
ALAMEDA,2022,10,4275392,1403488,1514340,231258,28,b'2022-09'
ALAMEDA,2022,11,4405566,1406490,1520864,347194,29,b'2022-10'
ALAMEDA,2022,12,4496032,1408776,1527039,428939,30,b'2022-10'
ALAMEDA,2023,1,4536093,1410818,1530656,463925,31,b'2023-10'
ALAMEDA,2023,2,4555116,1412195,1532683,479931,32,b'2023-10'
ALAMEDA,2023,3,4571444,1413513,1534616,493407,33,b'2023-10'
ALAMEDA,2023,4,4585802,1414200,1535923,506274,34,b'2023-10'
ALAMEDA,2023,5,4616949,1414500,1537439,535947,35,b'2023-10'
ALAMEDA,2023,6,4635188,1414744,1538822,552862,36,b'2023-10'
ALAMEDA,2023,7,4646469,1414949,1539942,563072,37,b'2023-10'
ALAMEDA,2023,8,4658935,1415186,1541128,574545,38,b'2023-10'
ALAMEDA,2023,9,4661606,1415235,1541381,576884,39,b'2023-10'
ALL CA COUNTIES,2020,1,1,0,1,0,40,b'2020-10'
ALL CA COUNTIES,2020,7,43,0,43,0,41,b'2020-10'
ALL CA COUNTIES,2020,8,1031,73,956,0,42,b'2020-10'
ALL CA COUNTIES,2020,9,2927,1100,1824,0,43,b'2020-10'
ALL CA COUNTIES,2020,10,3802,1542,2290,0,44,b'2020-10'
ALL CA COUNTIES,2020,11,4715,1977,3020,0,45,b'2020-10'
ALL CA COUNTIES,2020,12,556967,3112,554154,2,46,b'2020-10'
ALL CA COUNTIES,2021,1,3881405,673051,3201477,20,47,b'2021-10'
ALL CA COUNTIES,2021,2,10028625,3317858,6684345,35,48,b'2021-10'
ALL CA COUNTIES,2021,3,20271345,7795507,12871558,96,49,b'2021-11'
ALL CA COUNTIES,2021,4,31917745,13912853,19037990,187,50,b'2021-11'
ALL CA COUNTIES,2021,5,39014916,18553969,21669532,274,51,b'2021-11'
ALL CA COUNTIES,2021,6,42477438,20827023,22995264,341,52,b'2021-11'
ALL CA COUNTIES,2021,7,44559892,21862416,24106120,386,53,b'2021-11'
ALL CA COUNTIES,2021,8,47232847,23008540,25505682,444,54,b'2021-11'
ALL CA COUNTIES,2021,9,49691086,24111770,26322581,528,55,b'2021-11'
ALL CA COUNTIES,2021,10,53050195,24833853,26943898,665,56,b'2021-11'
ALL CA COUNTIES,2021,11,58511677,25506117,28163250,942,57,b'2021-11'
ALL CA COUNTIES,2021,12,64723446,26572702,29100194,1515,58,b'2021-11'
ALL CA COUNTIES,2022,1,69275685,27235080,29911293,2110,59,b'2022-11'
ALL CA COUNTIES,2022,2,71095534,27678205,30248019,2362,60,b'2022-11'
ALL CA COUNTIES,2022,3,72143822,27898146,30439950,2574,61,b'2022-11'
ALL CA COUNTIES,2022,4,74053340,28038062,30579909,2832,62,b'2022-11'
ALL CA COUNTIES,2022,5,75575406,28146454,30699463,3133,63,b'2022-11'
ALL CA COUNTIES,2022,6,76765159,28236825,30860542,3437,64,b'2022-11'
ALL CA COUNTIES,2022,7,77901052,28344676,31065135,3795,65,b'2022-11'
ALL CA COUNTIES,2022,8,78632661,28457456,31208830,4325,66,b'2022-11'
ALL CA COUNTIES,2022,9,80426528,28532899,31328304,1337814,67,b'2022-01'
ALL CA COUNTIES,2022,10,82907088,28586390,31466008,3462425,68,b'2022-07'
ALL CA COUNTIES,2022,11,84732380,28624483,31579772,5098224,69,b'2022-07'
ALL CA COUNTIES,2022,12,86071783,28654496,31680814,6311981,70,b'2022-07'
ALL CA COUNTIES,2023,1,86690939,28681419,31746842,6854383,71,b'2023-07'
ALL CA COUNTIES,2023,2,86993145,28700010,31785816,7106925,72,b'2023-07'
ALL CA COUNTIES,2023,3,87246779,28717712,31822776,7314669,73,b'2023-08'
ALL CA COUNTIES,2023,4,87470950,28726554,31851147,7512048,74,b'2023-08'
ALL CA COUNTIES,2023,5,87838391,28729672,31881282,7862265,75,b'2023-08'
ALL CA COUNTIES,2023,6,88065730,28732036,31907845,8075571,76,b'2023-08'
ALL CA COUNTIES,2023,7,88216919,28733893,31932646,8216507,77,b'2023-08'
ALL CA COUNTIES,2023,8,88395091,28735822,31961759,8383515,78,b'2023-08'
ALL CA COUNTIES,2023,9,88445532,28736280,31971587,8428712,79,b'2023-08'
ALL CA AND NON-CA COUNTIES,2020,1,1,0,1,0,80,b'2020-08'
ALL CA AND NON-CA COUNTIES,2020,7,43,0,43,0,81,b'2020-08'
ALL CA AND NON-CA COUNTIES,2020,8,1045,73,970,0,82,b'2020-08'
ALL CA AND NON-CA COUNTIES,2020,9,2969,1115,1851,0,83,b'2020-08'
ALL CA AND NON-CA COUNTIES,2020,10,3857,1561,2327,0,84,b'2020-08'
ALL CA AND NON-CA COUNTIES,2020,11,4785,2005,3070,0,85,b'2020-08'
ALL CA AND NON-CA COUNTIES,2020,12,569206,3149,566381,2,86,b'2020-08'
ALL CA AND NON-CA COUNTIES,2021,1,3960147,684974,3268231,20,87,b'2021-08'
ALL CA AND NON-CA COUNTIES,2021,2,10209696,3371106,6811790,36,88,b'2021-08'
ALL CA AND NON-CA COUNTIES,2021,3,20600713,7911841,13091762,98,89,b'2021-08'
ALL CA AND NON-CA COUNTIES,2021,4,32409605,14116034,19346647,190,90,b'2021-08'
ALL CA AND NON-CA COUNTIES,2021,5,39599413,18815867,22020588,282,91,b'2021-08'
ALL CA AND NON-CA COUNTIES,2021,6,43111390,21116508,23376587,351,92,b'2021-08'
ALL CA AND NON-CA COUNTIES,2021,7,45230454,22167510,24513442,401,93,b'2021-08'
ALL CA AND NON-CA COUNTIES,2021,8,47948956,23329713,25943154,464,94,b'2021-08'
ALL CA AND NON-CA COUNTIES,2021,9,50448822,24447929,26783941,552,95,b'2021-08'
ALL CA AND NON-CA COUNTIES,2021,10,53860016,25180969,27430639,694,96,b'2021-08'
ALL CA AND NON-CA COUNTIES,2021,11,59408375,25863852,28686974,985,97,b'2021-08'
ALL CA AND NON-CA COUNTIES,2021,12,65730328,26941970,29671981,1574,98,b'2021-08'
ALL CA AND NON-CA COUNTIES,2022,1,70338552,27610848,30513735,2193,99,b'2022-08'
ALL CA AND NON-CA COUNTIES,2022,2,72186060,28058891,30865398,2460,100,b'2022-08'
ALL CA AND NON-CA COUNTIES,2022,3,73253198,28282104,31067419,2685,101,b'2022-08'
ALL CA AND NON-CA COUNTIES,2022,4,75194177,28425828,31219363,2956,102,b'2022-08'
ALL CA AND NON-CA COUNTIES,2022,5,76741069,28537092,31346461,3269,103,b'2022-08'
ALL CA AND NON-CA COUNTIES,2022,6,77945929,28629458,31513912,3579,104,b'2022-09'
ALL CA AND NON-CA COUNTIES,2022,7,79095987,28739251,31725510,3946,105,b'2022-09'
ALL CA AND NON-CA COUNTIES,2022,8,79836151,28853314,31873904,4491,106,b'2022-09'
ALL CA AND NON-CA COUNTIES,2022,9,81661523,28929275,32004940,1364509,107,b'2022-09'
ALL CA AND NON-CA COUNTIES,2022,10,84192210,28983094,32157199,3534835,108,b'2022-09'
ALL CA AND NON-CA COUNTIES,2022,11,86051344,29021458,32282600,5202474,109,b'2022-09'
ALL CA AND NON-CA COUNTIES,2022,12,87414208,29051689,32393190,6438271,110,b'2022-09'
ALL CA AND NON-CA COUNTIES,2023,1,88044955,29078797,32464404,6991412,111,b'2023-09'
ALL CA AND NON-CA COUNTIES,2023,2,88352290,29097491,32505818,7248573,112,b'2023-09'
ALL CA AND NON-CA COUNTIES,2023,3,88610545,29115289,32545059,7460267,113,b'2023-09'
ALL CA AND NON-CA COUNTIES,2023,4,88839049,29124167,32575422,7661588,114,b'2023-09'
ALL CA AND NON-CA COUNTIES,2023,5,89211634,29127295,32607096,8016810,115,b'2023-09'
ALL CA AND NON-CA COUNTIES,2023,6,89441732,29129668,32634662,8232775,116,b'2023-09'
ALL CA AND NON-CA COUNTIES,2023,7,89594946,29131532,32660302,8375656,117,b'2023-09'
ALL CA AND NON-CA COUNTIES,2023,8,89775672,29133463,32690576,8545151,118,b'2023-09'
ALL CA AND NON-CA COUNTIES,2023,9,89826888,29133922,32700707,8591085,119,b'2023-09'
ALPINE,2020,1,0,0,0,0,120,b'2020-09'
ALPINE,2020,7,0,0,0,0,121,b'2020-09'
ALPINE,2020,8,0,0,0,0,122,b'2020-09'
ALPINE,2020,9,0,0,0,0,123,b'2020-09'
ALPINE,2020,10,0,0,0,0,124,b'2020-09'
ALPINE,2020,11,0,0,0,0,125,b'2020-09'
ALPINE,2020,12,18,0,18,0,126,b'2020-09'
ALPINE,2021,1,204,9,192,0,127,b'2021-09'
ALPINE,2021,2,449,186,259,0,128,b'2021-09'
ALPINE,2021,3,710,246,461,0,129,b'2021-09'
ALPINE,2021,4,1019,467,549,0,130,b'2021-09'
ALPINE,2021,5,1079,514,564,0,131,b'2021-09'
ALPINE,2021,6,1098,529,567,0,132,b'2021-09'
ALPINE,2021,7,1104,531,571,0,133,b'2021-09'
ALPINE,2021,8,1118,533,578,0,134,b'2021-10'
ALPINE,2021,9,1163,538,587,0,135,b'2021-10'
ALPINE,2021,10,1207,542,591,0,136,b'2021-10'
ALPINE,2021,11,1340,553,605,0,137,b'2021-10'
ALPINE,2021,12,1442,560,622,0,138,b'2021-10'
ALPINE,2022,1,1506,571,636,0,139,b'2022-10'
ALPINE,2022,2,1523,574,637,0,140,b'2022-10'
ALPINE,2022,3,1531,574,640,0,141,b'2022-10'
ALPINE,2022,4,1588,576,642,0,142,b'2022-10'
ALPINE,2022,5,1631,578,643,0,143,b'2022-10'
ALPINE,2022,6,1653,582,644,0,144,b'2022-10'
ALPINE,2022,7,1679,585,648,0,145,b'2022-10'
ALPINE,2022,8,1684,585,651,0,146,b'2022-10'
ALPINE,2022,9,1706,587,651,17,147,b'2022-10'
ALPINE,2022,10,1821,588,655,92,148,b'2022-10'
ALPINE,2022,11,1850,588,657,119,149,b'2022-10'
ALPINE,2022,12,1858,588,657,126,150,b'2022-10'
ALPINE,2023,1,1862,588,658,130,151,b'2023-10'
ALPINE,2023,2,1869,588,660,137,152,b'2023-10'
ALPINE,2023,3,1871,588,661,139,153,b'2023-10'
ALPINE,2023,4,1874,588,661,142,154,b'2023-10'
ALPINE,2023,5,1919,588,662,187,155,b'2023-10'
ALPINE,2023,6,1920,588,662,188,156,b'2023-10'
ALPINE,2023,7,1920,588,662,188,157,b'2023-10'
ALPINE,2023,8,1920,588,662,188,158,b'2023-10'
ALPINE,2023,9,1920,588,662,188,159,b'2023-10'
AMADOR,2020,1,0,0,0,0,160,b'2020-10'
AMADOR,2020,7,0,0,0,0,161,b'2020-10'
AMADOR,2020,8,1,0,1,0,162,b'2020-10'
AMADOR,2020,9,2,0,1,0,163,b'2020-10'
AMADOR,2020,10,2,0,1,0,164,b'2020-10'
AMADOR,2020,11,3,0,2,0,165,b'2020-11'
AMADOR,2020,12,633,2,629,0,166,b'2020-11'
AMADOR,2021,1,4215,751,3453,0,167,b'2021-11'
AMADOR,2021,2,11750,3528,8198,0,168,b'2021-11'
AMADOR,2021,3,22258,8903,13699,0,169,b'2021-11'
AMADOR,2021,4,30249,13959,16864,1,170,b'2021-11'
AMADOR,2021,5,33881,16380,18280,1,171,b'2021-11'
AMADOR,2021,6,35563,17532,19012,1,172,b'2021-11'
AMADOR,2021,7,36696,18107,19690,1,173,b'2021-11'
AMADOR,2021,8,38637,18852,20862,1,174,b'2021-11'
AMADOR,2021,9,40582,19827,21520,1,175,b'2021-11'
AMADOR,2021,10,43998,20399,21947,1,176,b'2021-11'
AMADOR,2021,11,48456,20762,22434,2,177,b'2021-11'
AMADOR,2021,12,51563,21109,22775,2,178,b'2021-11'
AMADOR,2022,1,54206,21425,23148,2,179,b'2022-11'
AMADOR,2022,2,55179,21591,23280,3,180,b'2022-11'
AMADOR,2022,3,55848,21703,23367,3,181,b'2022-11'
AMADOR,2022,4,57618,21790,23441,3,182,b'2022-11'
AMADOR,2022,5,59077,21867,23494,4,183,b'2022-11'
AMADOR,2022,6,60007,21922,23550,4,184,b'2022-11'
AMADOR,2022,7,60834,21966,23609,4,185,b'2022-11'
AMADOR,2022,8,61320,22016,23652,6,186,b'2022-11'
AMADOR,2022,9,62692,22035,23719,1070,187,b'2022-11'
AMADOR,2022,10,65074,22045,23798,3191,188,b'2022-11'
AMADOR,2022,11,66522,22054,23855,4493,189,b'2022-11'
AMADOR,2022,12,67486,22064,23898,5387,190,b'2022-11'
AMADOR,2023,1,67775,22074,23917,5645,191,b'2023-11'
AMADOR,2023,2,67931,22080,23929,5782,192,b'2023-11'
AMADOR,2023,3,68044,22083,23938,5888,193,b'2023-11'
AMADOR,2023,4,68181,22084,23947,6014,194,b'2023-11'
AMADOR,2023,5,68450,22084,23956,6273,195,b'2023-12'
AMADOR,2023,6,68653,22084,23966,6472,196,b'2023-12'
AMADOR,2023,7,68776,22084,23971,6594,197,b'2023-12'
AMADOR,2023,8,68936,22084,23977,6750,198,b'2023-12'
AMADOR,2023,9,68969,22084,23979,6782,199,b'2023-12'
BUTTE,2020,1,0,0,0,0,200,b'2020-12'
BUTTE,2020,7,0,0,0,0,201,b'2020-12'
BUTTE,2020,8,9,0,9,0,202,b'2020-12'
BUTTE,2020,9,20,5,15,0,203,b'2020-12'
BUTTE,2020,10,24,6,18,0,204,b'2020-12'
BUTTE,2020,11,29,7,22,0,205,b'2020-12'
BUTTE,2020,12,3792,7,3785,0,206,b'2020-12'
BUTTE,2021,1,26721,5004,21701,0,207,b'2021-12'
BUTTE,2021,2,60157,21180,38881,1,208,b'2021-12'
BUTTE,2021,3,104593,41565,65345,1,209,b'2021-12'
BUTTE,2021,4,145651,67476,82818,2,210,b'2021-12'
BUTTE,2021,5,164832,79078,91339,2,211,b'2021-12'
BUTTE,2021,6,177144,86889,96395,3,212,b'2021-12'
BUTTE,2021,7,185544,91090,100994,3,213,b'2021-12'
BUTTE,2021,8,198095,96270,108183,3,214,b'2021-12'
BUTTE,2021,9,210924,102264,113075,4,215,b'2021-12'
BUTTE,2021,10,226059,106108,115757,4,216,b'2021-12'
BUTTE,2021,11,247278,108757,119131,5,217,b'2021-12'
BUTTE,2021,12,269288,111941,121999,5,218,b'2021-12'
BUTTE,2022,1,284866,114201,124411,6,219,b'2022-12'
BUTTE,2022,2,292465,115632,125488,7,220,b'2022-12'
BUTTE,2022,3,297176,116494,126182,8,221,b'2022-12'
BUTTE,2022,4,303696,116961,126612,9,222,b'2022-12'
BUTTE,2022,5,309117,117360,126958,10,223,b'2022-12'
BUTTE,2022,6,313244,117680,127420,10,224,b'2022-12'
BUTTE,2022,7,317022,117958,127906,11,225,b'2022-12'
BUTTE,2022,8,319766,118311,128380,12,226,b'2022-01'
BUTTE,2022,9,326577,118523,128761,5190,227,b'2022-01'
BUTTE,2022,10,336711,118687,129300,14112,228,b'2022-01'
BUTTE,2022,11,343197,118824,129716,19973,229,b'2022-01'
BUTTE,2022,12,347326,118948,129992,23722,230,b'2022-01'
BUTTE,2023,1,349335,119047,130202,25495,231,b'2023-01'
BUTTE,2023,2,350180,119109,130306,26205,232,b'2023-01'
BUTTE,2023,3,350890,119172,130378,26805,233,b'2023-01'
BUTTE,2023,4,351433,119195,130427,27307,234,b'2023-01'
BUTTE,2023,5,352629,119201,130491,28471,235,b'2023-01'
BUTTE,2023,6,353255,119202,130529,29079,236,b'2023-01'
BUTTE,2023,7,353633,119211,130572,29439,237,b'2023-01'
BUTTE,2023,8,354139,119214,130605,29930,238,b'2023-01'
BUTTE,2023,9,354294,119214,130613,30078,239,b'2023-01'
CALAVERAS,2020,1,0,0,0,0,240,b'2020-01'
CALAVERAS,2020,7,0,0,0,0,241,b'2020-01'
CALAVERAS,2020,8,0,0,0,0,242,b'2020-01'
CALAVERAS,2020,9,0,0,0,0,243,b'2020-01'
CALAVERAS,2020,10,1,0,1,0,244,b'2020-01'
CALAVERAS,2020,11,5,0,5,0,245,b'2020-01'
CALAVERAS,2020,12,632,4,628,0,246,b'2020-01'
CALAVERAS,2021,1,4311,645,3648,0,247,b'2021-01'
CALAVERAS,2021,2,12265,3456,8751,0,248,b'2021-01'
CALAVERAS,2021,3,23216,9597,13811,1,249,b'2021-01'
CALAVERAS,2021,4,32261,14919,17749,1,250,b'2021-01'
CALAVERAS,2021,5,36454,17547,19533,1,251,b'2021-01'
CALAVERAS,2021,6,38681,19033,20417,1,252,b'2021-01'
CALAVERAS,2021,7,40167,19699,21299,1,253,b'2021-01'
CALAVERAS,2021,8,42536,20669,22629,1,254,b'2021-01'
CALAVERAS,2021,9,45128,21913,23589,1,255,b'2021-01'
CALAVERAS,2021,10,48792,22582,24164,1,256,b'2021-01'
CALAVERAS,2021,11,53967,23005,24760,2,257,b'2021-02'
CALAVERAS,2021,12,57848,23384,25200,3,258,b'2021-02'
CALAVERAS,2022,1,60596,23655,25633,4,259,b'2022-02'
CALAVERAS,2022,2,61715,23915,25804,4,260,b'2022-02'
CALAVERAS,2022,3,62478,24060,25896,4,261,b'2022-02'
CALAVERAS,2022,4,64819,24181,25986,5,262,b'2022-02'
CALAVERAS,2022,5,66405,24285,26065,5,263,b'2022-02'
CALAVERAS,2022,6,67338,24345,26136,6,264,b'2022-02'
CALAVERAS,2022,7,68273,24398,26201,6,265,b'2022-02'
CALAVERAS,2022,8,68717,24443,26261,8,266,b'2022-02'
CALAVERAS,2022,9,70335,24473,26300,1294,267,b'2022-02'
CALAVERAS,2022,10,72953,24484,26371,3628,268,b'2022-02'
CALAVERAS,2022,11,74340,24492,26417,4904,269,b'2022-02'
CALAVERAS,2022,12,75307,24502,26447,5820,270,b'2022-02'
CALAVERAS,2023,1,75667,24510,26458,6149,271,b'2023-02'
CALAVERAS,2023,2,75830,24512,26465,6297,272,b'2023-02'
CALAVERAS,2023,3,75932,24516,26476,6385,273,b'2023-02'
CALAVERAS,2023,4,76047,24520,26483,6491,274,b'2023-02'
CALAVERAS,2023,5,76332,24522,26494,6755,275,b'2023-02'
CALAVERAS,2023,6,76472,24522,26501,6893,276,b'2023-02'
CALAVERAS,2023,7,76561,24522,26504,6978,277,b'2023-02'
CALAVERAS,2023,8,76662,24522,26507,7073,278,b'2023-02'
CALAVERAS,2023,9,76717,24522,26508,7127,279,b'2023-02'
COLUSA,2020,1,0,0,0,0,280,b'2020-02'
COLUSA,2020,7,0,0,0,0,281,b'2020-02'
COLUSA,2020,8,0,0,0,0,282,b'2020-02'
COLUSA,2020,9,0,0,0,0,283,b'2020-02'
COLUSA,2020,10,0,0,0,0,284,b'2020-02'
COLUSA,2020,11,0,0,0,0,285,b'2020-03'
COLUSA,2020,12,127,0,127,0,286,b'2020-03'
COLUSA,2021,1,1101,127,975,0,287,b'2021-03'
COLUSA,2021,2,4080,1003,3076,0,288,b'2021-03'
COLUSA,2021,3,9215,3646,5947,0,289,b'2021-03'
COLUSA,2021,4,14032,6281,8459,0,290,b'2021-03'
COLUSA,2021,5,16893,8090,9620,0,291,b'2021-03'
COLUSA,2021,6,18424,9075,10197,0,292,b'2021-03'
COLUSA,2021,7,19509,9580,10808,0,293,b'2021-03'
COLUSA,2021,8,21167,10241,11795,0,294,b'2021-03'
COLUSA,2021,9,22610,11087,12339,0,295,b'2021-03'
COLUSA,2021,10,23711,11514,12647,0,296,b'2021-03'
COLUSA,2021,11,25462,11826,13073,0,297,b'2021-03'
COLUSA,2021,12,27835,12237,13517,0,298,b'2021-03'
COLUSA,2022,1,29749,12606,13853,0,299,b'2022-03'
COLUSA,2022,2,30743,12862,14083,1,300,b'2022-03'
COLUSA,2022,3,31277,13005,14166,1,301,b'2022-03'
COLUSA,2022,4,31737,13068,14238,1,302,b'2022-03'
COLUSA,2022,5,32144,13130,14281,1,303,b'2022-03'
COLUSA,2022,6,32466,13169,14319,1,304,b'2022-03'
COLUSA,2022,7,32764,13194,14356,1,305,b'2022-03'
COLUSA,2022,8,32958,13223,14396,1,306,b'2022-03'
COLUSA,2022,9,33324,13234,14427,281,307,b'2022-03'
COLUSA,2022,10,33922,13252,14463,822,308,b'2022-03'
COLUSA,2022,11,34354,13263,14488,1216,309,b'2022-03'
COLUSA,2022,12,34630,13269,14504,1475,310,b'2022-03'
COLUSA,2023,1,34769,13271,14520,1601,311,b'2023-03'
COLUSA,2023,2,34844,13275,14530,1663,312,b'2023-03'
COLUSA,2023,3,34893,13282,14545,1690,313,b'2023-03'
COLUSA,2023,4,34917,13283,14548,1712,314,b'2023-03'
COLUSA,2023,5,34949,13283,14551,1744,315,b'2023-03'
COLUSA,2023,6,34975,13283,14554,1769,316,b'2023-04'
COLUSA,2023,7,34998,13283,14555,1792,317,b'2023-04'
COLUSA,2023,8,35035,13283,14561,1827,318,b'2023-04'
COLUSA,2023,9,35049,13283,14563,1841,319,b'2023-04'
CONTRA COSTA,2020,1,0,0,0,0,320,b'2020-04'
CONTRA COSTA,2020,7,0,0,0,0,321,b'2020-04'
CONTRA COSTA,2020,8,49,8,41,0,322,b'2020-04'
CONTRA COSTA,2020,9,102,45,57,0,323,b'2020-04'
CONTRA COSTA,2020,10,116,50,65,0,324,b'2020-04'
CONTRA COSTA,2020,11,136,56,81,0,325,b'2020-04'
CONTRA COSTA,2020,12,20288,74,20223,0,326,b'2020-04'
CONTRA COSTA,2021,1,141705,25516,116049,1,327,b'2021-04'
CONTRA COSTA,2021,2,366725,120973,245292,1,328,b'2021-04'
CONTRA COSTA,2021,3,739160,289829,461758,2,329,b'2021-04'
CONTRA COSTA,2021,4,1153193,517976,669905,3,330,b'2021-04'
CONTRA COSTA,2021,5,1372085,664282,747445,10,331,b'2021-04'
CONTRA COSTA,2021,6,1475540,735822,782622,13,332,b'2021-04'
CONTRA COSTA,2021,7,1530324,763723,811274,15,333,b'2021-04'
CONTRA COSTA,2021,8,1606400,795754,848866,19,334,b'2021-04'
CONTRA COSTA,2021,9,1687603,826466,874910,21,335,b'2021-04'
CONTRA COSTA,2021,10,1816176,850834,893747,33,336,b'2021-04'
CONTRA COSTA,2021,11,2010705,869436,937886,42,337,b'2021-04'
CONTRA COSTA,2021,12,2236031,910002,966060,58,338,b'2021-04'
CONTRA COSTA,2022,1,2400259,931726,986984,84,339,b'2022-04'
CONTRA COSTA,2022,2,2463394,944668,996045,96,340,b'2022-04'
CONTRA COSTA,2022,3,2495276,950675,1000259,103,341,b'2022-04'
CONTRA COSTA,2022,4,2573265,953962,1003408,116,342,b'2022-04'
CONTRA COSTA,2022,5,2635261,956695,1006577,132,343,b'2022-04'
CONTRA COSTA,2022,6,2684082,959018,1013257,142,344,b'2022-04'
CONTRA COSTA,2022,7,2728154,962952,1021095,161,345,b'2022-04'
CONTRA COSTA,2022,8,2755522,966913,1025586,184,346,b'2022-05'
CONTRA COSTA,2022,9,2830977,970281,1029084,53945,347,b'2022-05'
CONTRA COSTA,2022,10,2939702,972797,1033133,144561,348,b'2022-05'
CONTRA COSTA,2022,11,3020251,974404,1036604,216404,349,b'2022-05'
CONTRA COSTA,2022,12,3072300,975540,1039403,263528,350,b'2022-05'
CONTRA COSTA,2023,1,3095876,976573,1041279,284338,351,b'2023-05'
CONTRA COSTA,2023,2,3106653,977274,1042273,293403,352,b'2023-05'
CONTRA COSTA,2023,3,3116047,977963,1043246,301277,353,b'2023-05'
CONTRA COSTA,2023,4,3124860,978294,1043929,309241,354,b'2023-05'
CONTRA COSTA,2023,5,3143346,978446,1044724,327027,355,b'2023-05'
CONTRA COSTA,2023,6,3155083,978577,1045439,338192,356,b'2023-05'
CONTRA COSTA,2023,7,3163058,978689,1046021,345631,357,b'2023-05'
CONTRA COSTA,2023,8,3172188,978797,1046733,354169,358,b'2023-05'
CONTRA COSTA,2023,9,3174461,978822,1046894,356150,359,b'2023-05'
DEL NORTE,2020,1,0,0,0,0,360,b'2020-05'
DEL NORTE,2020,7,0,0,0,0,361,b'2020-05'
DEL NORTE,2020,8,2,0,2,0,362,b'2020-05'
DEL NORTE,2020,9,4,2,2,0,363,b'2020-05'
DEL NORTE,2020,10,6,2,4,0,364,b'2020-05'
DEL NORTE,2020,11,9,4,6,0,365,b'2020-05'
DEL NORTE,2020,12,281,4,276,0,366,b'2020-05'
DEL NORTE,2021,1,1905,336,1561,0,367,b'2021-05'
DEL NORTE,2021,2,4892,1563,3319,0,368,b'2021-05'
DEL NORTE,2021,3,10507,4002,6614,0,369,b'2021-05'
DEL NORTE,2021,4,15201,6817,8893,0,370,b'2021-05'
DEL NORTE,2021,5,17590,8362,9839,1,371,b'2021-05'
DEL NORTE,2021,6,18976,9296,10415,1,372,b'2021-05'
DEL NORTE,2021,7,19794,9718,10886,1,373,b'2021-05'
DEL NORTE,2021,8,21844,10359,12332,1,374,b'2021-05'
DEL NORTE,2021,9,23830,11393,12988,1,375,b'2021-05'
DEL NORTE,2021,10,25725,11909,13357,1,376,b'2021-05'
DEL NORTE,2021,11,28038,12233,13813,1,377,b'2021-06'
DEL NORTE,2021,12,30426,12667,14263,1,378,b'2021-06'
DEL NORTE,2022,1,32242,12989,14633,1,379,b'2022-06'
DEL NORTE,2022,2,32945,13163,14773,1,380,b'2022-06'
DEL NORTE,2022,3,33584,13288,14915,1,381,b'2022-06'
DEL NORTE,2022,4,34644,13412,15009,1,382,b'2022-06'
DEL NORTE,2022,5,35460,13487,15094,1,383,b'2022-06'
DEL NORTE,2022,6,35931,13533,15138,1,384,b'2022-06'
DEL NORTE,2022,7,36390,13563,15204,1,385,b'2022-06'
DEL NORTE,2022,8,36712,13617,15255,1,386,b'2022-06'
DEL NORTE,2022,9,37390,13640,15297,515,387,b'2022-06'
DEL NORTE,2022,10,38600,13660,15342,1577,388,b'2022-06'
DEL NORTE,2022,11,39310,13667,15391,2214,389,b'2022-06'
DEL NORTE,2022,12,39764,13681,15424,2603,390,b'2022-06'
DEL NORTE,2023,1,40015,13693,15445,2816,391,b'2023-06'
