county,state,fips,stayput,inflow,outflow,year
Wilkinson,GA,13319,6354,197,257,2020
Wilkinson,MS,28157,5534,47,153,2020
Will,IL,17197,587333,30385,28461,2020
Willacy,TX,48489,14111,301,386,2020
Williams,OH,39171,30892,731,743,2020
Williams,ND,38105,30007,692,1098,2020
Williamsburg,SC,45089,20138,794,815,2020
Williamsburg,VA,51830,6478,780,874,2020
Williamson,TN,47187,206985,15287,10331,2020
Williamson,TX,48491,474231,49423,30651,2020
Williamson,IL,17199,50111,1699,1490,2020
Wilson,TX,48493,39646,2754,1696,2020
Wilson,NC,37195,59113,2022,2108,2020
Wilson,TN,47189,116573,7896,5381,2020
Wilson,KS,20205,6556,129,172,2020
Winchester,VA,51840,18809,1643,2059,2020
Windham,VT,50025,33486,1034,739,2020
Windham,CT,9015,88111,4037,3123,2020
Windsor,VT,50027,44949,1795,1483,2020
Winkler,TX,48495,6069,45,83,2020
Winn,LA,22127,8544,115,117,2020
Winnebago,WI,55139,134635,6103,6424,2020
Winnebago,IA,19189,8419,129,168,2020
Winnebago,IL,17201,225044,6481,6658,2020
Winneshiek,IA,19191,16281,175,184,2020
Winona,MN,27169,36915,791,984,2020
Winston,MS,28159,12747,144,145,2020
Winston,AL,1133,15853,811,709,2020
Wirt,WV,54105,4179,90,156,2020
Wise,TX,48497,53892,4481,2822,2020
Wise,VA,51195,22954,540,765,2020
Wolfe,KY,21237,4419,0,0,2020
Wood,WV,54107,63620,1388,1225,2020
Wood,TX,48499,32330,2180,1603,2020
Wood,WI,55141,61556,1621,1896,2020
Wood,OH,39173,100410,4829,4911,2020
Woodbury,IA,19193,82146,1964,2551,2020
Woodford,KY,21239,21199,1056,965,2020
Woodford,IL,17203,33966,1259,1097,2020
Woodruff,AR,5147,4170,65,69,2020
Woods,OK,40151,5827,0,122,2020
Woodson,KS,20207,2357,0,0,2020
Woodward,OK,40153,14826,107,288,2020
Worcester,MD,24047,41517,2320,1881,2020
Worcester,MA,25027,663112,21847,21318,2020
Worth,IA,19195,6089,160,129,2020
Worth,MO,29227,1527,0,0,2020
Worth,GA,13321,13657,488,490,2020
Wrangell,AK,2275,1620,0,0,2020
Wright,MO,29229,13847,599,546,2020
Wright,IA,19197,10208,133,167,2020
Wright,MN,27171,124302,7719,5444,2020
Wyandot,OH,39175,18790,578,598,2020
Wyandotte,KS,20209,117380,6540,8130,2020
Wyoming,WV,54109,13455,116,118,2020
Wyoming,NY,36121,30221,1075,1019,2020
Wyoming,PA,42131,21155,814,733,2020
Wythe,VA,51197,21266,400,366,2020
Yadkin,NC,37197,28538,1266,998,2020
Yakima,WA,53077,213469,3805,4713,2020
Yakutat,AK,2282,363,0,0,2020
Yalobusha,MS,28161,8762,375,361,2020
Yamhill,OR,41071,81299,4469,3572,2020
Yancey,NC,37199,12875,384,275,2020
Yankton,SD,46135,18174,316,406,2020
Yates,NY,36123,20796,569,480,2020
Yavapai,AZ,4025,171714,12476,6253,2020
Yazoo,MS,28163,16379,351,414,2020
Yell,AR,5149,14843,528,685,2020
Yellow Medicine,MN,27173,8240,121,167,2020
Yellowstone,MT,30111,130084,3745,2725,2020
Yoakum,TX,48501,7296,184,203,2020
Yolo,CA,6113,153886,8844,8978,2020
York,SC,45091,219855,12543,8543,2020
York,VA,51199,53854,4245,4114,2020
York,PA,42133,380641,12354,10173,2020
York,ME,23031,168201,8439,5898,2020
York,NE,31185,11615,230,221,2020
Young,TX,48503,13752,190,322,2020
Yuba,CA,6115,56167,5278,3518,2020
Yuma,CO,8125,8124,38,48,2020
Yuma,AZ,4027,169186,6211,4572,2020
Zapata,TX,48505,10600,93,90,2020
Zavala,TX,48507,8231,137,184,2020
Ziebach,SD,46137,995,0,0,2020
Abbeville,SC,45001,16338,573,738,2021
Acadia,LA,22001,43071,2011,2019,2021
Accomack,VA,51001,23714,482,425,2021
Ada,ID,16001,376965,18959,25891,2021
Adair,KY,21001,12269,262,312,2021
Adair,OK,40001,14265,509,518,2021
Adair,IA,19001,5785,193,177,2021
Adair,MO,29001,15365,383,271,2021
Adams,MS,28001,17967,373,254,2021
Adams,ND,38001,1760,0,0,2021
Adams,OH,39001,18914,466,597,2021
Adams,CO,8001,368655,32713,33743,2021
Adams,PA,42001,82508,2580,3050,2021
Adams,WA,53001,16113,729,629,2021
Adams,NE,31001,23871,629,509,2021
Adams,IA,19003,2937,0,0,2021
Adams,IN,18001,29873,517,544,2021
Adams,IL,17001,51556,545,523,2021
Adams,ID,16003,2964,0,160,2021
Adams,WI,55001,14009,550,947,2021
Addison,VT,50001,27882,653,686,2021
Aiken,SC,45003,123370,4218,4817,2021
Aitkin,MN,27001,11324,250,658,2021
Alachua,FL,12001,168145,10414,9098,2021
Alamance,NC,37001,121366,5002,6326,2021
Alameda,CA,6001,1223924,97827,65399,2021
Alamosa,CO,8003,10892,290,325,2021
Albany,WY,56001,22456,871,771,2021
Albany,NY,36001,223977,11196,10859,2021
Albemarle,VA,51003,78821,4513,4930,2021
Alcona,MI,26001,7385,167,443,2021
Alcorn,MS,28003,23344,668,541,2021
Aleutians East,AK,2013,1011,0,0,2021
Alexander,IL,17003,3547,62,37,2021
Alexander,NC,37003,26044,919,1022,2021
Alexandria,VA,51510,101800,17422,13179,2021
Alfalfa,OK,40003,3532,34,118,2021
Alger,MI,26003,6276,92,130,2021
Allamakee,IA,19005,11397,121,133,2021
Allegan,MI,26005,95997,4249,4914,2021
Allegany,NY,36003,30972,711,795,2021
Allegany,MD,24001,45001,974,927,2021
Alleghany,VA,51005,10872,280,321,2021
Alleghany,NC,37005,7519,0,36,2021
Allegheny,PA,42003,923577,34412,24500,2021
Allen,KS,20001,9305,112,147,2021
Allen,KY,21003,13713,508,614,2021
Allen,IN,18003,305684,7674,7582,2021
Allen,OH,39003,76117,1991,1923,2021
Allen,LA,22003,14845,685,566,2021
Allendale,SC,45005,4765,146,100,2021
Alpena,MI,26007,21835,285,320,2021
Alpine,CA,6003,650,0,0,2021
Amador,CA,6005,28379,1028,2111,2021
Amelia,VA,51007,9837,362,419,2021
Amherst,VA,51009,22339,836,904,2021
Amite,MS,28005,8011,145,218,2021
Anchorage,AK,2020,213572,10248,7750,2021
Anderson,KS,20003,6024,136,195,2021
Anderson,SC,45007,149063,5447,6829,2021
Anderson,KY,21005,18009,631,815,2021
Anderson,TX,48001,33859,1239,1613,2021
Anderson,TN,47001,55040,3149,3210,2021
Andrew,MO,29003,14223,546,615,2021
Andrews,TX,48003,14250,329,229,2021
Androscoggin,ME,23001,78844,2991,3278,2021
Angelina,TX,48005,63021,1738,2101,2021
Anne Arundel,MD,24003,439895,27829,28629,2021
Anoka,MN,27003,288332,17784,19008,2021
Anson,NC,37007,14774,496,595,2021
Antelope,NE,31003,5304,51,67,2021
Antrim,MI,26009,17775,533,833,2021
Apache,AZ,4001,45796,2350,2327,2021
Appanoose,IA,19007,9020,26,80,2021
Appling,GA,13001,12378,149,182,2021
Appomattox,VA,51011,12163,412,440,2021
Aransas,TX,48007,16375,662,1105,2021
Arapahoe,CO,8005,470221,47834,46279,2021
Archer,TX,48009,6760,292,409,2021
Archuleta,CO,8007,10126,63,188,2021
Arenac,MI,26011,11075,405,456,2021
Arkansas,AR,5001,12227,312,163,2021
Arlington,VA,51013,151449,23707,17482,2021
Armstrong,TX,48011,1459,56,55,2021
Armstrong,PA,42005,50692,1405,1612,2021
Aroostook,ME,23003,48037,568,497,2021
Arthur,NE,31005,340,0,0,2021
Ascension,LA,22005,94383,3695,5078,2021
Ashe,NC,37009,18676,193,445,2021
Ashland,WI,55003,11346,225,208,2021
Ashland,OH,39005,39024,1485,1430,2021
Ashley,AR,5003,12976,50,130,2021
Ashtabula,OH,39007,71408,1620,1907,2021
Asotin,WA,53003,15664,639,659,2021
Assumption,LA,22007,15248,658,539,2021
Atascosa,TX,48013,37391,1729,2531,2021
Atchison,KS,20005,11236,272,200,2021
Atchison,MO,29005,3990,0,0,2021
Athens,OH,39009,32899,1187,998,2021
Atkinson,GA,13003,5070,175,165,2021
Atlantic,NJ,34001,205343,5695,7250,2021
Atoka,OK,40005,9049,110,212,2021
Attala,MS,28007,12657,90,161,2021
Audrain,MO,29007,17286,464,566,2021
Audubon,IA,19009,4472,0,0,2021
Auglaize,OH,39011,37667,1325,1152,2021
Augusta,VA,51015,57734,2075,2632,2021
Aurora,SD,46003,2247,0,39,2021
Austin,TX,48015,23255,961,1468,2021
Autauga,AL,1001,40564,2285,2477,2021
Avery,NC,37011,11293,228,254,2021
Avoyelles,LA,22009,27426,699,519,2021
Baca,CO,8009,2426,0,0,2021
Bacon,GA,13005,7363,108,66,2021
Bailey,TX,48017,4690,36,55,2021
Baker,OR,41001,11685,110,196,2021
Baker,FL,12003,19589,769,1236,2021
Baker,GA,13007,1813,0,0,2021
Baldwin,AL,1003,163060,4120,7669,2021
Baldwin,GA,13009,25767,812,949,2021
Ballard,KY,21007,5478,161,183,2021
Baltimore,MD,24005,608424,37068,34179,2021
Baltimore,MD,24510,330393,32006,25802,2021
Bamberg,SC,45009,8204,325,245,2021
Bandera,TX,48019,15832,535,1130,2021
Banks,GA,13011,12341,808,1154,2021
Banner,NE,31007,550,0,0,2021
Bannock,ID,16005,63504,1992,2272,2021
Baraga,MI,26013,5374,75,146,2021
Barber,KS,20007,3350,0,0,2021
Barbour,AL,1005,14877,415,234,2021
Barbour,WV,54001,10952,267,271,2021
Barnes,ND,38003,8082,159,141,2021
Barnstable,MA,25001,174721,5847,8821,2021
Barnwell,SC,45011,13888,526,463,2021
Barren,KY,21009,31743,1020,1055,2021
Barron,WI,55005,36966,1112,1109,2021
Barrow,GA,13013,59868,4061,6348,2021
Barry,MI,26015,49226,2131,2635,2021
Barry,MO,29009,24888,1237,1261,2021
Bartholomew,IN,18005,64798,2240,2283,2021
Barton,MO,29011,8643,215,164,2021
Barton,KS,20009,19512,308,87,2021
Bartow,GA,13015,76833,3832,4946,2021
Bastrop,TX,48021,66504,3267,6688,2021
Bates,MO,29013,11909,358,421,2021
Bath,KY,21011,8481,315,346,2021
Bath,VA,51017,3195,41,0,2021
Baxter,AR,5005,29113,637,703,2021
Bay,FL,12005,122056,4274,6332,2021
Bay,MI,26017,80554,2359,2503,2021
Bayfield,WI,55007,12323,211,330,2021
Baylor,TX,48023,2349,0,0,2021
Beadle,SD,46005,14730,173,68,2021
Bear Lake,ID,16007,5076,0,0,2021
Beaufort,NC,37013,32234,981,937,2021
Beaufort,SC,45013,134723,5975,8539,2021
Beauregard,LA,22011,24595,1130,1216,2021
Beaver,OK,40007,3667,100,88,2021
Beaver,UT,49001,5783,48,161,2021
Beaver,PA,42007,129437,3349,3362,2021
Beaverhead,MT,30001,6815,71,36,2021
Becker,MN,27005,27058,758,817,2021
Beckham,OK,40009,14184,472,467,2021
Bedford,TN,47003,35699,1548,1955,2021
Bedford,VA,51019,60138,2256,2877,2021
Bedford,PA,42009,38175,586,652,2021
Bee,TX,48025,18356,609,612,2021
Belknap,NH,33001,49589,2057,2956,2021
Bell,TX,48027,265123,20986,24207,2021
Bell,KY,21013,14589,397,330,2021
Belmont,OH,39013,47600,970,1232,2021
Beltrami,MN,27007,33259,920,845,2021
Ben Hill,GA,13017,10778,236,264,2021
Benewah,ID,16009,7028,168,345,2021
Bennett,SD,46007,2145,0,0,2021
Bennington,VT,50003,27766,429,508,2021
Benson,ND,38005,4233,101,67,2021
Bent,CO,8011,2694,50,92,2021
Benton,TN,47005,10882,257,352,2021
Benton,MO,29015,13477,340,719,2021
Benton,MS,28009,5241,329,286,2021
Benton,MN,27009,31219,2371,2326,2021
Benton,OR,41003,58668,3856,3941,2021
Benton,AR,5007,219568,8916,13021,2021
Benton,IA,19011,20577,644,861,2021
Benton,WA,53005,158877,7443,8734,2021
Benton,IN,18007,6848,152,248,2021
Benzie,MI,26019,13848,487,582,2021
Bergen,NJ,34003,741379,37945,36831,2021
Berkeley,WV,54003,93338,3009,5526,2021
Berkeley,SC,45015,160493,12051,15070,2021
Berks,PA,42011,330529,9054,10284,2021
Berkshire,MA,25003,92507,1113,2118,2021
Bernalillo,NM,35001,472615,20003,17368,2021
Berrien,GA,13019,11455,521,600,2021
Berrien,MI,26021,114974,3455,3581,2021
Bertie,NC,37015,11466,357,300,2021
Bexar,TX,48029,1484579,66702,74301,2021
Bibb,AL,1007,13703,533,710,2021
Bibb,GA,13021,99768,4716,4421,2021
Bienville,LA,22013,8680,411,365,2021
Big Horn,MT,30003,8315,207,182,2021
Big Horn,WY,56003,8771,151,133,2021
Big Stone,MN,27011,4002,0,0,2021
Billings,ND,38007,726,0,0,2021
Bingham,ID,16011,37471,1422,1638,2021
Black Hawk,IA,19013,94530,2763,1941,2021
Blackford,IN,18009,9061,329,334,2021
Bladen,NC,37017,20156,628,739,2021
Blaine,MT,30005,4601,58,58,2021
Blaine,NE,31009,389,0,0,2021
Blaine,OK,40011,6375,121,102,2021
Blaine,ID,16013,19066,261,438,2021
Blair,PA,42013,94597,1530,1248,2021
Blanco,TX,48031,8796,306,850,2021
Bland,VA,51021,3928,62,51,2021
Bleckley,GA,13023,8164,201,276,2021
Bledsoe,TN,47007,8287,295,414,2021
Blount,AL,1009,40583,1677,2087,2021
Blount,TN,47009,101456,3267,4461,2021
Blue Earth,MN,27013,46924,2550,2193,2021
Boise,ID,16015,5392,299,566,2021
Bolivar,MS,28011,20913,614,428,2021
Bollinger,MO,29017,8413,267,389,2021
Bon Homme,SD,46009,4642,57,51,2021
Bond,IL,17005,11197,393,403,2021
Bonner,ID,16017,34302,1015,2320,2021
Bonneville,ID,16019,97327,4041,4883,2021
Boone,IN,18011,58115,2472,3374,2021
Boone,IL,17007,42238,1782,2650,2021
Boone,NE,31011,4601,0,0,2021
Boone,MO,29019,121537,4744,4355,2021
Boone,WV,54005,13762,394,268,2021
Boone,AR,5009,26733,766,864,2021
Boone,IA,19015,20809,673,793,2021
Boone,KY,21015,105108,5667,5842,2021
Borden,TX,48033,470,0,0,2021
Bosque,TX,48035,13072,510,718,2021
Bossier,LA,22015,89655,5275,5584,2021
Botetourt,VA,51023,26665,898,1260,2021
Bottineau,ND,38009,5121,82,54,2021
Boulder,CO,8013,228843,16307,14675,2021
Boundary,ID,16021,9860,154,283,2021
Bourbon,KY,21017,14171,555,587,2021
Bourbon,KS,20011,10651,193,188,2021
Bowie,TX,48037,65703,2853,2648,2021
Bowman,ND,38011,2412,0,0,2021
Box Butte,NE,31013,8706,48,64,2021
Box Elder,UT,49003,47453,1763,2712,2021
Boyd,NE,31015,1447,0,0,2021
Boyd,KY,21019,31139,1312,1360,2021
Boyle,KY,21021,19921,875,982,2021
Bracken,KY,21023,6374,136,194,2021
Bradford,FL,12007,16645,877,1158,2021
Bradford,PA,42015,47439,685,700,2021
Bradley,TN,47011,78076,2739,2947,2021
Bradley,AR,5011,7149,99,76,2021
Branch,MI,26023,31623,961,941,2021
Brantley,GA,13025,11806,497,466,2021
Braxton,WV,54007,8722,45,0,2021
Brazoria,TX,48039,277316,15004,18853,2021
Brazos,TX,48041,136035,7737,6899,2021
Breathitt,KY,21025,8073,98,107,2021
Breckinridge,KY,21027,14614,499,704,2021
Bremer,IA,19017,19810,633,678,2021
Brevard,FL,12009,451555,14428,25624,2021
Brewster,TX,48043,6227,141,0,2021
Briscoe,TX,48045,970,0,0,2021
Bristol,VA,51520,10573,718,700,2021
Bristol,MA,25005,426697,13527,15047,2021
Bristol,RI,44001,37125,1321,1757,2021
Bristol Bay,AK,2060,564,0,0,2021
Broadwater,MT,30007,4916,172,389,2021
Bronx,NY,36005,978547,70984,33825,2021
Brooke,WV,54009,16267,519,505,2021
Brookings,SD,46011,23257,493,364,2021
Brooks,TX,48047,4840,132,86,2021
Brooks,GA,13027,9626,549,504,2021
Broome,NY,36007,135423,2980,2847,2021
Broomfield,CO,8014,52923,6160,6137,2021
Broward,FL,12011,1398521,87703,80793,2021
Brown,SD,46013,29948,487,268,2021
Brown,MN,27015,21021,316,391,2021
Brown,IN,18013,11827,614,693,2021
Brown,TX,48049,26906,561,831,2021
Brown,NE,31017,2413,0,0,2021
Brown,WI,55009,216963,6159,6137,2021
Brown,IL,17009,4251,45,124,2021
Brown,OH,39015,31587,1517,1773,2021
Brown,KS,20013,7561,82,54,2021
Brule,SD,46015,3836,0,0,2021
Brunswick,VA,51025,9548,177,198,2021
Brunswick,NC,37019,103467,3304,8361,2021
Bryan,GA,13029,32812,1626,2547,2021
Bryan,OK,40013,30289,953,1402,2021
Buchanan,VA,51027,12109,262,136,2021
Buchanan,IA,19019,16960,386,390,2021
Buchanan,MO,29021,60425,2091,1643,2021
Buckingham,VA,51029,10261,169,299,2021
Bucks,PA,42017,515948,19027,21690,2021
Buena Vista,VA,51530,4011,176,144,2021
Buena Vista,IA,19021,16441,391,140,2021
Buffalo,WI,55011,10806,274,290,2021
Buffalo,SD,46017,1255,0,0,2021
Buffalo,NE,31019,37801,1035,1016,2021
Bullitt,KY,21029,61995,3319,4135,2021
Bulloch,GA,13031,44108,1851,2336,2021
Bullock,AL,1011,6055,128,123,2021
Buncombe,NC,37021,187476,9558,10140,2021
Bureau,IL,17011,26137,597,672,2021
Burke,NC,37023,61055,2239,2347,2021
Burke,GA,13033,15488,586,655,2021
Burke,ND,38013,1805,0,0,2021
Burleigh,ND,38015,76333,2325,2512,2021
Burleson,TX,48051,13446,399,731,2021
Burlington,NJ,34005,350160,15427,19210,2021
Burnet,TX,48053,37177,1921,3243,2021
Burnett,WI,55013,12302,203,558,2021
Burt,NE,31021,5350,0,148,2021
Butler,NE,31023,6821,121,168,2021
Butler,KY,21031,8859,245,142,2021
Butler,OH,39017,284743,13194,12916,2021
Butler,AL,1013,13227,245,204,2021
Butler,MO,29023,28584,818,919,2021
Butler,PA,42019,154589,4051,5414,2021
Butler,IA,19023,11698,303,295,2021
Butler,KS,20015,50852,2199,2315,2021
Butte,CA,6007,138120,5663,5914,2021
Butte,ID,16023,1885,0,0,2021
Butte,SD,46019,7875,232,287,2021
Butts,GA,13035,15779,971,1405,2021
Cabarrus,NC,37025,166383,10787,12923,2021
Cabell,WV,54011,59838,2279,2176,2021
Cache,UT,49005,100653,3889,4431,2021
Caddo,OK,40015,17986,750,666,2021
Caddo,LA,22017,161329,8086,6111,2021
Calaveras,CA,6009,31936,1285,2588,2021
Calcasieu,LA,22019,134045,8088,3720,2021
Caldwell,KY,21033,9090,142,239,2021
Caldwell,LA,22021,6391,107,190,2021
Caldwell,NC,37027,56589,1782,1919,2021
Caldwell,TX,48055,31153,1851,2599,2021
Caldwell,MO,29025,6565,252,242,2021
Caledonia,VT,50005,22927,559,678,2021
Calhoun,IL,17013,3595,0,30,2021
Calhoun,FL,12013,8016,321,347,2021
Calhoun,GA,13037,3011,0,0,2021
Calhoun,WV,54013,4206,0,0,2021
Calhoun,TX,48057,15401,596,335,2021
Calhoun,SC,45017,9679,472,517,2021
Calhoun,AR,5013,3221,67,51,2021
Calhoun,MI,26025,95748,3108,3292,2021
Calhoun,IA,19025,7509,127,77,2021
Calhoun,MS,28013,9826,260,191,2021
Calhoun,AL,1015,77049,2748,2325,2021
Callahan,TX,48059,10240,381,547,2021
Callaway,MO,29027,31661,1206,1466,2021
Calloway,KY,21035,23975,653,732,2021
Calumet,WI,55015,43660,2147,2563,2021
Calvert,MD,24009,73090,2311,3600,2021
Camas,ID,16025,771,0,0,2021
Cambria,PA,42021,99315,1823,1865,2021
Camden,NC,37029,8243,329,615,2021
Camden,NJ,34007,380678,18396,18832,2021
Camden,GA,13039,37660,1780,2087,2021
Camden,MO,29029,30673,1442,1646,2021
Cameron,LA,22023,4337,494,176,2021
Cameron,TX,48061,322090,6115,6069,2021
Cameron,PA,42023,3461,0,0,2021
Camp,TX,48063,9025,243,362,2021
Campbell,WY,56005,35860,736,514,2021
Campbell,VA,51031,39756,2030,2231,2021
Campbell,TN,47013,25663,652,732,2021
Campbell,SD,46021,1238,0,0,2021
Campbell,KY,21037,66606,3796,3793,2021
Canadian,OK,40017,115418,6534,10886,2021
Candler,GA,13043,7053,253,266,2021
Cannon,TN,47015,10314,475,674,2021
Canyon,ID,16027,174946,8589,15549,2021
Cape Girardeau,MO,29031,57913,1480,1645,2021
Cape May,NJ,34009,71035,2430,3737,2021
Carbon,MT,30009,7983,244,304,2021
Carbon,UT,49007,14622,347,426,2021
Carbon,PA,42025,48590,1606,2288,2021
Carbon,WY,56007,11083,226,245,2021
Caribou,ID,16029,5697,71,64,2021
Carlisle,KY,21039,3542,114,53,2021
Carlton,MN,27017,26873,793,1118,2021
Caroline,VA,51033,22027,1126,1823,2021
Caroline,MD,24011,24344,1087,1278,2021
Carroll,MO,29033,6492,0,33,2021
Carroll,AR,5015,19632,638,594,2021
Carroll,IA,19027,17337,174,190,2021
Carroll,MS,28015,6859,252,302,2021
Carroll,TN,47017,19332,716,719,2021
Carroll,OH,39019,20105,861,963,2021
Carroll,IN,18015,16297,709,860,2021
Carroll,KY,21041,7757,208,309,2021
Carroll,IL,17015,11621,254,361,2021
Carroll,GA,13045,80609,4138,5813,2021
Carroll,VA,51035,20133,528,585,2021
Carroll,MD,24013,138358,4691,6745,2021
Carroll,NH,33003,38030,1230,2557,2021
Carson,TX,48065,4380,240,126,2021
Carson,NV,32510,41174,2366,3084,2021
Carter,MT,30011,974,0,0,2021
Carter,MO,29035,4141,94,98,2021
Carter,OK,40019,34603,1181,1134,2021
Carter,TN,47019,36504,1676,1601,2021
Carter,KY,21043,18211,451,438,2021
Carteret,NC,37031,49412,1521,2552,2021
Carver,MN,27019,90549,4187,5548,2021
Cascade,MT,30013,61798,1356,1519,2021
Casey,KY,21045,10520,267,204,2021
Cass,MO,29037,82695,4030,5091,2021
Cass,IA,19029,10176,129,143,2021
Cass,IL,17017,10059,237,191,2021
Cass,MN,27021,22752,893,1597,2021
Cass,TX,48067,21346,643,888,2021
Cass,MI,26027,37965,1689,2241,2021
Cass,NE,31025,21759,870,1287,2021
Cass,ND,38017,140176,5488,5611,2021
Cass,IN,18017,29291,977,888,2021
Cassia,ID,16031,18940,798,910,2021
Castro,TX,48069,5248,50,58,2021
Caswell,NC,37033,14752,640,641,2021
Catahoula,LA,22025,5659,118,177,2021
Catawba,NC,37035,118302,4714,5461,2021
Catoosa,GA,13047,46376,2675,3227,2021
Catron,NM,35003,2007,0,0,2021
Cattaraugus,NY,36009,54145,1350,1492,2021
Cavalier,ND,38019,3159,0,0,2021
Cayuga,NY,36011,54841,1283,1448,2021
Cecil,MD,24015,75273,2656,3719,2021
Cedar,MO,29039,9956,277,326,2021
Cedar,NE,31027,7159,42,0,2021
Cedar,IA,19031,15034,525,507,2021
Centre,PA,42027,93715,2345,1987,2021
Cerro Gordo,IA,19033,32072,712,767,2021
Chaffee,CO,8015,14568,259,744,2021
Chambers,AL,1017,21090,845,1045,2021
Chambers,TX,48071,37080,1917,3492,2021
Champaign,IL,17019,132761,5067,3973,2021
Champaign,OH,39021,29715,1241,1474,2021
Chariton,MO,29041,5764,37,61,2021
Charles,MD,24017,121840,6782,8621,2021
Charles,VA,51036,4714,52,102,2021
Charles Mix,SD,46023,6281,44,0,2021
Charleston,SC,45019,278085,19932,20875,2021
Charlevoix,MI,26029,20662,642,614,2021
Charlotte,VA,51037,7874,117,139,2021
Charlotte,FL,12015,129329,5835,11429,2021
Charlottesville,VA,51540,24509,2822,1700,2021
Charlton,GA,13049,6289,192,327,2021
Chase,KS,20017,1939,42,45,2021
Chase,NE,31029,3095,0,0,2021
Chatham,GA,13051,184051,11490,11038,2021
Chatham,NC,37037,58393,2433,3511,2021
Chattahoochee,GA,13053,4088,922,606,2021
Chattooga,GA,13055,15778,442,427,2021
Chautauqua,NY,36013,90873,1188,1241,2021
Chautauqua,KS,20019,2459,0,0,2021
Chaves,NM,35005,44184,1029,632,2021
Cheatham,TN,47021,30754,1863,2080,2021
Cheboygan,MI,26031,19171,363,636,2021
Chelan,WA,53007,62888,2887,3505,2021
Chemung,NY,36015,60960,1295,1223,2021
Chenango,NY,36017,35366,972,996,2021
Cherokee,OK,40021,29990,1150,1324,2021
Cherokee,AL,1019,16532,504,682,2021
Cherokee,NC,37039,18981,238,362,2021
Cherokee,SC,45021,38762,1399,1557,2021
Cherokee,IA,19035,9208,63,139,2021
Cherokee,KS,20021,13925,630,588,2021
Cherokee,TX,48073,37301,1370,1672,2021
Cherokee,GA,13057,199226,10584,14406,2021
Cherry,NE,31031,4394,0,0,2021
Chesapeake,VA,51550,178719,13823,15154,2021
Cheshire,NH,33005,56808,1298,2131,2021
Chester,PA,42029,422668,15495,20320,2021
Chester,SC,45023,22407,1064,1056,2021
Chester,TN,47023,11968,439,398,2021
Chesterfield,SC,45025,29407,949,1039,2021
Chesterfield,VA,51041,277453,13567,18125,2021
Cheyenne,KS,20023,1973,0,0,2021
Cheyenne,CO,8017,1345,0,0,2021
Cheyenne,NE,31033,7270,0,54,2021
Chickasaw,MS,28017,11913,433,432,2021
Chickasaw,IA,19037,9638,132,199,2021
Chicot,AR,5017,6139,168,133,2021
Childress,TX,48075,4094,0,32,2021
Chilton,AL,1021,30439,940,1202,2021
Chippewa,MI,26033,25014,144,317,2021
Chippewa,MN,27023,9780,287,159,2021
Chippewa,WI,55017,52368,1848,2275,2021
Chisago,MN,27025,45369,2147,3154,2021
Chittenden,VT,50007,124264,4234,4061,2021
Choctaw,OK,40023,9257,217,279,2021
Choctaw,MS,28019,5571,119,66,2021
Choctaw,AL,1023,8263,37,0,2021
Chouteau,MT,30015,3682,97,122,2021
Chowan,NC,37041,9705,234,170,2021
Christian,IL,17021,24153,612,578,2021
Christian,KY,21047,45900,3870,2863,2021
Christian,MO,29043,68701,3790,4593,2021
Churchill,NV,32001,18435,544,842,2021
Cibola,NM,35006,15621,490,653,2021
Cimarron,OK,40025,1779,0,0,2021
Citrus,FL,12017,104711,3566,6631,2021
Clackamas,OR,41005,316033,21178,23337,2021
Claiborne,TN,47025,20734,549,544,2021
Claiborne,LA,22027,8552,176,265,2021
Claiborne,MS,28021,5541,89,39,2021
Clallam,WA,53009,56801,1201,2138,2021
Clare,MI,26035,21362,700,998,2021
Clarendon,SC,45027,20883,734,976,2021
Clarion,PA,42031,27431,641,698,2021
Clark,SD,46025,2743,44,55,2021
