Date,Location,Demographic_Category,census,Up_to_date,Up_to_date_pct_agegroup
06/14/2023,KY,Ages_25-39_yrs,867928,56171,6.5
06/14/2023,ID,Male_Ages_75+_yrs,51884,26334,50.8
06/14/2023,KY,Ages_65-74_yrs,447876,162467,36.3
06/14/2023,MH,Female_Ages_2-4_yrs,2491,,
06/14/2023,MD,Ages_25-39_yrs,1239777,203053,16.4
06/14/2023,MD,Male_Ages_40-49_yrs,367033,75730,20.6
06/14/2023,ND,Ages_65-74_yrs,66664,31725,47.6
06/14/2023,MP,Male_Ages_75+_yrs,366,,
06/14/2023,MP,Male_Ages_18-24_yrs,3005,,
06/14/2023,MN,Male_Ages_75+_yrs,163366,126088,77.2
06/14/2023,NV,Ages_<2yrs,71555,278,0.4
06/14/2023,ND,Ages_<2yrs,21030,496,2.4
06/14/2023,OK,Male_Ages_50-64_yrs,349384,51897,14.9
06/14/2023,PR,Ages_25-39_yrs,594668,24705,4.2
06/14/2023,NY,Female_Ages_2-4_yrs,331313,3885,1.2
06/14/2023,NY,Ages_25-49_yrs,6494363,882224,13.6
06/14/2023,NY,Ages_5-11_yrs,1553340,70012,4.5
06/14/2023,SD,Ages_40-49_yrs,95606,,
06/14/2023,SC,Ages_75+_yrs,366423,,
06/14/2023,SD,Male_Ages_5-11_yrs,43836,,
06/14/2023,PA,Female_Ages_25-49_yrs,1984855,288601,14.5
06/14/2023,PR,Female_Ages_<2yrs,20509,40,0.2
06/14/2023,WI,Male_Ages_40-49_yrs,344683,57304,16.6
06/14/2023,VT,Female_Ages_50-64_yrs,69738,29221,41.9
06/14/2023,WI,Female_Ages_5-11_yrs,240370,15389,6.4
06/14/2023,AR,Female_Ages_12-17_yrs,116989,4411,3.8
06/14/2023,AL,Sex_Unknown,,1249,
06/14/2023,AZ,Ages_12-17_yrs,567579,47098,8.3
06/14/2023,GA,Female_Ages_40-49_yrs,717313,66505,9.3
06/14/2023,GU,Female_Ages_<2yrs,3039,,
06/14/2023,FL,Male_Ages_65+_yrs,2029071,,
06/14/2023,GA,Female_Ages_75+_yrs,350253,116573,33.3
06/14/2023,GA,Female_Ages_2-4_yrs,196632,1334,0.7
06/14/2023,IA,Female_Ages_65+_yrs,304170,175509,57.7
06/14/2023,ME,Female_Ages_65+_yrs,155303,117950,75.9
06/14/2023,MD,Ages_40-49_yrs,757459,173426,22.9
06/14/2023,MI,Sex_Male,4918528,,
06/14/2023,MN,Ages_25-39_yrs,1151431,212391,18.4
06/14/2023,MN,Ages_65+_yrs,920382,642726,69.8
06/14/2023,MH,Male_Ages_5-11_yrs,6021,,
06/14/2023,MT,Male_Ages_18-24_yrs,51653,1871,3.6
06/14/2023,MS,Male_Ages_75+_yrs,78824,21488,27.3
06/14/2023,MO,Sex_Male,3012662,419033,13.9
06/14/2023,MS,Ages_18-24_yrs,283421,5126,1.8
06/14/2023,MP,Female_Ages_2-4_yrs,1031,,
06/14/2023,MS,Ages_50-64_yrs,566118,53949,9.5
06/14/2023,MS,Male_Ages_<2yrs,36697,,
06/14/2023,NY,Male_Ages_5-11_yrs,794203,35729,4.5
06/14/2023,NC,Ages_12-17_yrs,798150,54571,6.8
06/14/2023,NY,Ages_2-4_yrs,679082,7842,1.2
06/14/2023,ND,Ages_<5yrs,54101,984,1.8
06/14/2023,PA,Ages_2-4_yrs,425810,8304,2
06/14/2023,OK,Sex_Female,1996313,272026,13.6
06/14/2023,PR,Male_Ages_18-24_yrs,154349,4423,2.9
06/14/2023,OH,Sex_Unknown,,7905,
06/14/2023,PA,Male_Ages_<5yrs,357089,7298,2
06/14/2023,PW,Ages_12-17_yrs,2062,115,5.6
06/14/2023,TN,Ages_75+_yrs,461997,,
06/14/2023,TN,Male_Ages_12-17_yrs,262978,,
06/14/2023,UT,Female_Ages_12-17_yrs,154021,,
06/14/2023,SC,Male_Ages_18-24_yrs,240984,,
06/14/2023,WV,Female_Ages_50-64_yrs,188536,27981,14.8
06/14/2023,TN,Female_Ages_50-64_yrs,689738,,
06/14/2023,VT,Ages_12-17_yrs,40966,9601,23.4
06/14/2023,WA,Female_Ages_<2yrs,85990,4027,4.7
06/14/2023,VA,Ages_65-74_yrs,802291,,
06/14/2023,VI,Ages_40-49_yrs,12256,283,2.3
06/14/2023,AK,Age_Unknown,,,
06/14/2023,AL,Female_Ages_<5yrs,144642,246,0.2
06/14/2023,AR,Female_Ages_25-49_yrs,476363,32922,6.9
06/14/2023,AL,Male_Ages_65+_yrs,371151,92815,25
06/14/2023,CO,Ages_65-74_yrs,522131,295227,56.5
06/14/2023,GA,Ages_50-64_yrs,1994489,309611,15.5
06/14/2023,GA,Ages_65+_yrs,1516954,499214,32.9
06/14/2023,GA,Male_Ages_50-64_yrs,956533,139579,14.6
06/14/2023,GU,Male_Ages_40-49_yrs,9538,,
06/14/2023,HI,Sex_Female,707832,188229,26.6
06/14/2023,GU,Male_Ages_65+_yrs,7493,,
06/14/2023,KS,Female_Ages_<2yrs,34734,443,1.3
06/14/2023,KY,Ages_5-11_yrs,388896,7877,2
06/14/2023,KS,Female_Ages_18-24_yrs,140500,10569,7.5
06/14/2023,MA,Female_Ages_5-11_yrs,253547,33372,13.2
06/14/2023,KY,Male_Ages_5-11_yrs,199392,4009,2
06/14/2023,MO,Female_Ages_12-17_yrs,229179,13292,5.8
06/14/2023,LA,Female_Ages_12-17_yrs,177568,3418,1.9
06/14/2023,MT,Ages_2-4_yrs,37957,57,0.2
06/14/2023,NE,Male_Ages_12-17_yrs,81414,,
06/14/2023,MO,Male_Ages_18-24_yrs,286878,11815,4.1
06/14/2023,MP,Ages_40-49_yrs,7257,,
06/14/2023,NJ,Ages_65-74_yrs,832866,353618,42.5
06/14/2023,NC,Ages_75+_yrs,704586,321006,45.6
06/14/2023,NM,Female_Ages_5-11_yrs,92340,5782,6.3
06/14/2023,ND,Male_Ages_<5yrs,27791,483,1.7
06/14/2023,ND,Male_Ages_25-49_yrs,131295,10293,7.8
06/14/2023,NY,Female_Ages_25-39_yrs,2071722,298666,14.4
06/14/2023,OH,Age_Unknown,,,
06/14/2023,PR,Ages_65+_yrs,679656,172199,25.3
06/14/2023,NJ,Female_Ages_2-4_yrs,153615,1825,1.2
06/14/2023,NJ,Sex_Unknown,,1495,
06/14/2023,NV,Male_Ages_25-49_yrs,540309,39775,7.4
06/14/2023,NY,Age_Unknown,,,
06/14/2023,RI,Male_Ages_<5yrs,27866,705,2.5
06/14/2023,TN,Ages_40-49_yrs,850125,,
06/14/2023,OK,Female_Ages_25-39_yrs,398654,28147,7.1
06/14/2023,PA,Female_Ages_2-4_yrs,208019,4021,1.9
06/14/2023,OR,Female_Ages_25-49_yrs,707804,148869,21
06/14/2023,TX,Female_Ages_65-74_yrs,1198057,,
06/14/2023,VI,Female_Ages_40-49_yrs,6538,163,2.5
06/14/2023,VT,Male_Ages_18-24_yrs,33799,4109,12.2
06/14/2023,RI,Female_Ages_<5yrs,26655,647,2.4
06/14/2023,SC,Ages_<2yrs,113292,,
06/14/2023,WI,Male_Ages_65+_yrs,465354,289080,62.1
06/14/2023,WI,Male_Ages_65-74_yrs,288477,167361,58
06/14/2023,TN,Female_Ages_<5yrs,199782,,
06/14/2023,VT,Female_Ages_65+_yrs,67462,50188,74.4
06/14/2023,AK,Female_Ages_75+_yrs,16346,,
06/14/2023,CA,Female_Ages_40-49_yrs,2508611,534054,21.3
06/14/2023,AK,Male_Ages_25-39_yrs,89823,,
06/14/2023,CA,Male_Ages_2-4_yrs,746296,15533,2.1
06/14/2023,CT,Female_Ages_18-24_yrs,167301,25708,15.4
06/14/2023,DE,Female_Ages_65+_yrs,104355,,
06/14/2023,CT,Female_Ages_50-64_yrs,395372,131825,33.3
06/14/2023,FM,Female_Ages_25-49_yrs,18874,,
06/14/2023,FM,Male_Ages_75+_yrs,354,,
06/14/2023,HI,Female_Ages_5-11_yrs,58173,3699,6.4
06/14/2023,HI,Sex_Unknown,,519,
06/14/2023,LA,Age_Unknown,,,
06/14/2023,KY,Ages_18-24_yrs,413954,17273,4.2
06/14/2023,IN,Ages_40-49_yrs,815583,68511,8.4
06/14/2023,KY,Female_Ages_65+_yrs,417391,155029,37.1
06/14/2023,LA,Male_Ages_25-49_yrs,750876,28896,3.8
06/14/2023,MO,Female_Ages_<5yrs,179498,2419,1.3
06/14/2023,MA,Female_Ages_25-49_yrs,1146315,327207,28.5
06/14/2023,MA,Male_Ages_50-64_yrs,678756,232189,34.2
06/14/2023,MI,Female_Ages_25-49_yrs,1539563,,
06/14/2023,NC,Ages_<5yrs,609770,7067,1.2
06/14/2023,ND,Ages_25-39_yrs,165400,14475,8.8
06/14/2023,NE,Male_Ages_2-4_yrs,41367,,
06/14/2023,OH,Ages_<5yrs,690828,9747,1.4
06/14/2023,NH,Ages_25-49_yrs,415539,,
06/14/2023,NM,Ages_65-74_yrs,224483,124776,55.6
06/14/2023,PW,Ages_65+_yrs,1992,315,15.8
06/14/2023,RI,Female_Ages_<2yrs,10505,269,2.6
06/14/2023,SC,Female_Ages_50-64_yrs,533304,,
06/14/2023,SC,Female_Ages_18-24_yrs,226415,,
06/14/2023,OK,Female_Ages_2-4_yrs,76736,248,0.3
06/14/2023,OK,Sex_Male,1960658,221723,11.3
06/14/2023,VI,Male_Ages_12-17_yrs,3988,21,0.5
06/14/2023,VI,Sex_Male,50633,1926,3.8
06/14/2023,VA,Male_Ages_75+_yrs,230573,,
06/14/2023,RI,Sex_Female,543686,158883,29.2
06/14/2023,VI,Ages_18-24_yrs,7302,75,1
06/14/2023,WA,Ages_40-49_yrs,945584,243695,25.8
06/14/2023,TX,Ages_25-39_yrs,6341615,,
06/14/2023,VI,Ages_25-49_yrs,31279,535,1.7
06/14/2023,WA,Male_Ages_12-17_yrs,280233,39880,14.2
06/14/2023,WI,Male_Ages_5-11_yrs,251776,15888,6.3
06/14/2023,WA,Ages_12-17_yrs,549093,81333,14.8
06/14/2023,WV,Ages_12-17_yrs,125257,3860,3.1
06/14/2023,AL,Female_Ages_12-17_yrs,182573,4117,2.3
06/14/2023,AS,Ages_25-39_yrs,9478,,
06/14/2023,CO,Ages_40-49_yrs,737789,161628,21.9
06/14/2023,DC,Female_Ages_75+_yrs,23019,,
06/14/2023,DC,Female_Ages_65-74_yrs,28586,,
06/14/2023,IN,Ages_75+_yrs,449006,168089,37.4
06/14/2023,HI,Female_Ages_65+_yrs,146835,88549,60.3
06/14/2023,IN,Male_Ages_12-17_yrs,276781,11833,4.3
06/14/2023,FM,Male_Ages_<5yrs,4838,,
06/14/2023,ID,Ages_65+_yrs,290670,129975,44.7
06/14/2023,LA,Ages_5-11_yrs,424007,3352,0.8
06/14/2023,ID,Female_Ages_50-64_yrs,161278,32385,20.1
06/14/2023,KS,Male_Ages_18-24_yrs,153660,6511,4.2
06/14/2023,MA,Male_Ages_2-4_yrs,110390,4869,4.4
06/14/2023,MD,Male_Ages_<2yrs,72236,2063,2.9
06/14/2023,LA,Male_Ages_18-24_yrs,212917,3827,1.8
06/14/2023,IL,Female_Ages_18-24_yrs,568721,,
06/14/2023,KS,Female_Ages_25-39_yrs,279997,30339,10.8
06/14/2023,MH,Male_Ages_50-64_yrs,3783,,
06/14/2023,ME,Male_Ages_5-11_yrs,48937,4861,9.9
06/14/2023,MI,Ages_75+_yrs,727821,,
06/14/2023,MN,Male_Ages_12-17_yrs,225207,31265,13.9
06/14/2023,MI,Ages_40-49_yrs,1179375,,
06/14/2023,MO,Male_Ages_25-49_yrs,970412,80243,8.3
06/14/2023,ND,Ages_25-49_yrs,245839,26097,10.6
06/14/2023,NC,Ages_65+_yrs,1751094,733308,41.9
06/14/2023,NV,Sex_Male,1544827,198763,12.9
06/14/2023,NY,Female_Ages_12-17_yrs,659069,54890,8.3
06/14/2023,NC,Male_Ages_2-4_yrs,189436,2008,1.1
06/14/2023,OR,Female_Ages_<2yrs,42608,1168,2.7
06/14/2023,PR,Sex_Female,1677973,185238,11
06/14/2023,PW,Ages_<5yrs,1159,,
06/14/2023,PA,Ages_25-39_yrs,2500651,293410,11.7
06/14/2023,OH,Female_Ages_<5yrs,337603,4786,1.4
06/14/2023,OK,Male_Ages_<5yrs,131159,433,0.3
06/14/2023,TX,Ages_2-4_yrs,1229297,,
06/14/2023,VA,Ages_65+_yrs,1358906,,
06/14/2023,PA,Male_Ages_50-64_yrs,1283670,266235,20.7
06/14/2023,SC,Male_Ages_50-64_yrs,478252,,
06/14/2023,PW,Sex_Female,10380,935,9
06/14/2023,RI,Male_Ages_75+_yrs,31698,22295,70.3
06/14/2023,SC,Male_Ages_2-4_yrs,91417,,
06/14/2023,WA,Sex_Unknown,,4427,
06/14/2023,WA,Ages_<5yrs,456476,20049,4.4
06/14/2023,WA,Male_Ages_5-11_yrs,336223,33448,9.9
06/14/2023,WY,Female_Ages_5-11_yrs,25895,,
06/14/2023,CA,Ages_75+_yrs,2451445,1357299,55.4
06/14/2023,CO,Ages_65+_yrs,842412,504082,59.8
06/14/2023,CT,Female_Ages_25-49_yrs,552767,110158,19.9
06/14/2023,AS,Male_Ages_5-11_yrs,3192,,
06/14/2023,CA,Female_Ages_18-24_yrs,1792068,243669,13.6
06/14/2023,AZ,Female_Ages_40-49_yrs,431059,61191,14.2
06/14/2023,AS,Ages_40-49_yrs,5386,,
06/14/2023,DC,Female_Ages_65+_yrs,51605,,
06/14/2023,FL,Female_Ages_40-49_yrs,1321122,,
06/14/2023,DE,Male_Ages_<5yrs,27536,,
06/14/2023,FL,Female_Ages_18-24_yrs,851589,,
06/14/2023,GA,Male_Ages_40-49_yrs,667319,53302,8
06/14/2023,GA,Female_Ages_<5yrs,321670,2384,0.7
06/14/2023,FM,Ages_<5yrs,9499,,
06/14/2023,DC,Male_Ages_12-17_yrs,16114,,
06/14/2023,HI,Ages_<5yrs,85219,1389,1.6
06/14/2023,KS,Female_Ages_2-4_yrs,55843,661,1.2
06/14/2023,HI,Ages_50-64_yrs,262749,82916,31.6
06/14/2023,MD,Age_Unknown,,,
06/14/2023,MA,Female_Ages_75+_yrs,298956,210930,70.6
06/14/2023,LA,Male_Ages_65-74_yrs,204730,51024,24.9
06/14/2023,IN,Male_Ages_5-11_yrs,311311,7517,2.4
06/14/2023,KS,Male_Ages_<2yrs,36628,474,1.3
06/14/2023,MI,Male_Ages_65-74_yrs,489770,,
06/14/2023,ME,Female_Ages_50-64_yrs,156270,58192,37.2
06/14/2023,MA,Ages_5-11_yrs,518396,68365,13.2
06/14/2023,MN,Female_Ages_65-74_yrs,275220,188922,68.6
06/14/2023,NC,Male_Ages_18-24_yrs,509264,21398,4.2
06/14/2023,NJ,Ages_25-39_yrs,1732417,207409,12
06/14/2023,NE,Ages_65-74_yrs,178908,,
06/14/2023,MS,Female_Ages_2-4_yrs,55232,14,0
06/14/2023,MT,Ages_50-64_yrs,209419,39548,18.9
06/14/2023,NY,Ages_<5yrs,1127001,13780,1.2
06/14/2023,NC,Female_Ages_<5yrs,297923,3428,1.2
06/14/2023,PA,Female_Ages_5-11_yrs,499386,25765,5.2
06/14/2023,PW,Female_Ages_2-4_yrs,330,,
06/14/2023,NY,Ages_18-24_yrs,1762544,149440,8.5
06/14/2023,NY,Male_Ages_<2yrs,229141,3054,1.3
06/14/2023,PA,Male_Ages_65-74_yrs,635961,299613,47.1
06/14/2023,PW,Age_Unknown,,,
06/14/2023,PR,Female_Ages_18-24_yrs,148928,5439,3.7
06/14/2023,SD,Male_Ages_2-4_yrs,19096,,
06/14/2023,VI,Female_Ages_25-49_yrs,16769,308,1.8
06/14/2023,WY,Male_Ages_50-64_yrs,55308,,
06/14/2023,WI,Ages_65+_yrs,1017243,627499,61.7
06/14/2023,AR,Male_Ages_2-4_yrs,59047,176,0.3
06/14/2023,AK,Ages_65-74_yrs,61300,,
06/14/2023,AL,Ages_2-4_yrs,179166,238,0.1
06/14/2023,AZ,Male_Ages_25-39_yrs,761087,63522,8.3
06/14/2023,CA,Ages_2-4_yrs,1458414,30734,2.1
06/14/2023,CA,Male_Ages_18-24_yrs,1885967,174052,9.2
06/14/2023,DE,Ages_40-49_yrs,110412,,
06/14/2023,CT,Ages_65-74_yrs,352819,222558,63.1
06/14/2023,DE,Female_Ages_12-17_yrs,34417,,
06/14/2023,DC,Male_Ages_<5yrs,23092,,
06/14/2023,DE,Female_Ages_18-24_yrs,40925,,
06/14/2023,HI,Male_Ages_25-39_yrs,153274,15826,10.3
06/14/2023,IA,Ages_25-49_yrs,961581,120420,12.5
06/14/2023,IL,Male_Ages_65+_yrs,895096,,
06/14/2023,GA,Female_Ages_25-49_yrs,1835085,141035,7.7
06/14/2023,KY,Male_Ages_18-24_yrs,213581,6452,3
06/14/2023,GU,Ages_5-11_yrs,21445,,
06/14/2023,IN,Ages_25-49_yrs,2133535,148584,7
06/14/2023,MA,Male_Ages_75+_yrs,197071,156643,79.5
06/14/2023,MI,Ages_2-4_yrs,346569,,
06/14/2023,MO,Female_Ages_18-24_yrs,274626,18891,6.9
06/14/2023,MD,Male_Ages_25-39_yrs,613913,86465,14.1
06/14/2023,MP,Ages_65-74_yrs,3023,,
06/14/2023,ND,Male_Ages_75+_yrs,21979,11829,53.8
06/14/2023,MP,Male_Ages_50-64_yrs,6434,,
06/14/2023,MS,Female_Ages_25-39_yrs,294923,7734,2.6
06/14/2023,OK,Female_Ages_65+_yrs,351050,136351,38.8
06/14/2023,OK,Male_Ages_<2yrs,50289,171,0.3
06/14/2023,NY,Sex_Unknown,,6025,
06/14/2023,SD,Male_Ages_18-24_yrs,42793,,
06/14/2023,OK,Ages_75+_yrs,267082,109266,40.9
06/14/2023,TX,Female_Ages_<2yrs,373048,,
06/14/2023,OR,Ages_65+_yrs,766080,418458,54.6
06/14/2023,TX,Male_Ages_50-64_yrs,2435098,,
06/14/2023,PR,Male_Ages_<2yrs,21473,34,0.2
06/14/2023,PA,Female_Ages_65+_yrs,1341459,644784,48.1
06/14/2023,VT,Ages_2-4_yrs,17906,960,5.4
06/14/2023,VT,Male_Ages_40-49_yrs,35429,9691,27.4
06/14/2023,SC,Male_Ages_<5yrs,149429,,
06/14/2023,WA,Sex_Male,3811983,949408,24.9
06/14/2023,WA,Ages_18-24_yrs,658508,83682,12.7
06/14/2023,UT,Female_Ages_18-24_yrs,177306,,
06/14/2023,VA,Ages_2-4_yrs,307788,,
06/14/2023,WV,Ages_25-49_yrs,541971,34056,6.3
06/14/2023,WY,Male_Ages_2-4_yrs,11322,,
06/14/2023,WY,Female_Ages_50-64_yrs,54847,,
06/14/2023,AL,Male_Ages_5-11_yrs,215062,1021,0.5
06/14/2023,AR,Male_Ages_75+_yrs,92463,39636,42.9
06/14/2023,AR,Male_Ages_25-49_yrs,473032,23863,5
06/14/2023,AR,Ages_25-49_yrs,949395,57753,6.1
06/14/2023,DC,Ages_5-11_yrs,50627,,
06/14/2023,CA,Male_Ages_50-64_yrs,3559549,978307,27.5
06/14/2023,AZ,Male_Ages_25-49_yrs,1192417,115116,9.7
06/14/2023,DE,Ages_25-39_yrs,188454,,
06/14/2023,DE,Sex_Male,470793,,
06/14/2023,DC,Ages_2-4_yrs,26604,,
06/14/2023,CO,Sex_Male,2901348,611073,21.1
06/14/2023,CT,Male_Ages_<5yrs,93028,1594,1.7
06/14/2023,GA,Male_Ages_<2yrs,130869,1052,0.8
06/14/2023,FM,Female_Ages_2-4_yrs,2803,,
06/14/2023,IL,Ages_25-49_yrs,4195159,,
06/14/2023,IL,Ages_2-4_yrs,457275,,
06/14/2023,IN,Male_Ages_25-39_yrs,662656,33824,5.1
06/14/2023,MD,Male_Ages_65-74_yrs,255174,148562,58.2
06/14/2023,KY,Ages_50-64_yrs,881263,143721,16.3
06/14/2023,MN,Ages_40-49_yrs,665605,168528,25.3
06/14/2023,MP,Sex_Unknown,,,
06/14/2023,ND,Ages_50-64_yrs,133385,26868,20.1
06/14/2023,MP,Female_Ages_65-74_yrs,1382,,
06/14/2023,MP,Female_Ages_75+_yrs,365,,
06/14/2023,MS,Female_Ages_65+_yrs,274807,62788,22.8
06/14/2023,NH,Ages_18-24_yrs,123691,,
06/14/2023,NV,Male_Ages_75+_yrs,88784,40315,45.4
06/14/2023,OH,Ages_65+_yrs,2046320,933712,45.6
06/14/2023,OK,Male_Ages_18-24_yrs,198340,5484,2.8
06/14/2023,VA,Female_Ages_65+_yrs,755981,,
06/14/2023,PA,Age_Unknown,,,
06/14/2023,UT,Female_Ages_25-39_yrs,344758,,
06/14/2023,VI,Male_Ages_40-49_yrs,5718,119,2.1
06/14/2023,PW,Female_Ages_50-64_yrs,2283,229,10
06/14/2023,VI,Ages_2-4_yrs,4073,,
06/14/2023,VI,Female_Ages_12-17_yrs,3930,22,0.6
06/14/2023,UT,Ages_65-74_yrs,219466,,
06/14/2023,SC,Male_Ages_<2yrs,58012,,
06/14/2023,WV,Male_Ages_75+_yrs,63265,24160,38.2
06/14/2023,VA,Sex_Female,4335262,,
06/14/2023,VA,Male_Ages_25-49_yrs,1428089,,
06/14/2023,UT,Female_Ages_75+_yrs,81117,,
06/14/2023,VI,Ages_65+_yrs,20478,2460,12
06/14/2023,VT,Female_Ages_75+_yrs,28483,21491,75.5
06/14/2023,WA,Male_Ages_18-24_yrs,343380,32974,9.6
06/14/2023,WI,Ages_65-74_yrs,594748,353419,59.4
06/14/2023,WI,Sex_Male,2897209,622213,21.5
06/14/2023,AL,Male_Ages_18-24_yrs,226134,3728,1.6
06/14/2023,AS,Male_Ages_50-64_yrs,3780,,
06/14/2023,AS,Male_Ages_25-49_yrs,7305,,
06/14/2023,DC,Ages_65-74_yrs,50219,,
06/14/2023,AZ,Ages_2-4_yrs,264794,638,0.2
06/14/2023,CA,Male_Ages_40-49_yrs,2508334,472141,18.8
06/14/2023,FM,Female_Ages_25-39_yrs,12344,,
06/14/2023,FM,Female_Ages_18-24_yrs,6569,,
06/14/2023,FM,Ages_75+_yrs,999,,
06/14/2023,KS,Ages_50-64_yrs,535402,109447,20.4
06/14/2023,KS,Male_Ages_65-74_yrs,130193,56654,43.5
06/14/2023,IL,Ages_18-24_yrs,1157411,,
06/14/2023,IN,Female_Ages_18-24_yrs,321657,18189,5.7
06/14/2023,IA,Female_Ages_2-4_yrs,58496,934,1.6
06/14/2023,KS,Female_Ages_12-17_yrs,116264,8919,7.7
06/14/2023,ME,Male_Ages_18-24_yrs,54877,5142,9.4
06/14/2023,IL,Female_Ages_<2yrs,141705,,
06/14/2023,LA,Female_Ages_<5yrs,148092,45,0
06/14/2023,LA,Female_Ages_5-11_yrs,207959,1603,0.8
06/14/2023,MA,Female_Ages_2-4_yrs,105362,4621,4.4
06/14/2023,IN,Female_Ages_<2yrs,79420,124,0.2
06/14/2023,MH,Male_Ages_40-49_yrs,4211,,
06/14/2023,MN,Female_Ages_25-39_yrs,563070,123392,21.9
06/14/2023,MP,Female_Ages_12-17_yrs,2826,,
06/14/2023,MS,Male_Ages_40-49_yrs,172641,6307,3.7
06/14/2023,MS,Female_Ages_75+_yrs,118914,27077,22.8
06/14/2023,MP,Male_Ages_5-11_yrs,3127,,
06/14/2023,NY,Male_Ages_65-74_yrs,855245,378019,44.2
06/14/2023,OH,Male_Ages_<5yrs,353225,4947,1.4
06/14/2023,OK,Female_Ages_<5yrs,124374,427,0.3
06/14/2023,NJ,Ages_<5yrs,514690,5750,1.1
06/14/2023,NM,Female_Ages_75+_yrs,86359,49521,57.3
06/14/2023,PW,Ages_18-24_yrs,2340,76,3.2
06/14/2023,OK,Male_Ages_65-74_yrs,172196,65201,37.9
06/14/2023,TX,Ages_18-24_yrs,2813300,,
06/14/2023,SC,Female_Ages_12-17_yrs,188196,,
06/14/2023,SD,Male_Ages_75+_yrs,26107,,
06/14/2023,AS,Ages_<5yrs,4282,,
06/14/2023,AK,Female_Ages_5-11_yrs,34737,,
06/14/2023,AS,Female_Ages_12-17_yrs,2719,,
06/14/2023,CO,Sex_Unknown,,2133,
06/14/2023,AR,Female_Ages_<2yrs,35753,92,0.3
06/14/2023,AR,Sex_Male,1481616,155442,10.5
06/14/2023,DC,Age_Unknown,,,
06/14/2023,CO,Ages_50-64_yrs,1053928,317030,30.1
06/14/2023,DE,Female_Ages_50-64_yrs,105703,,
06/14/2023,FL,Ages_<2yrs,445834,,
06/14/2023,HI,Female_Ages_25-49_yrs,227333,38771,17.1
06/14/2023,GU,Ages_65+_yrs,16061,,
06/14/2023,ID,Sex_Male,895928,117787,13.1
06/14/2023,ID,Male_Ages_25-39_yrs,180434,10776,6
06/14/2023,FM,Male_Ages_5-11_yrs,6942,,
06/14/2023,IN,Female_Ages_12-17_yrs,264013,12535,4.7
06/14/2023,IL,Sex_Unknown,,,
06/14/2023,GU,Sex_Female,81758,,
06/14/2023,KS,Male_Ages_12-17_yrs,122369,8667,7.1
06/14/2023,LA,Male_Ages_5-11_yrs,216048,1749,0.8
06/14/2023,LA,Ages_40-49_yrs,544226,31201,5.7
06/14/2023,MA,Male_Ages_12-17_yrs,242771,49373,20.3
06/14/2023,MN,Sex_Unknown,,4742,
06/14/2023,MP,Female_Ages_65+_yrs,1747,,
06/14/2023,MS,Age_Unknown,,,
06/14/2023,MS,Female_Ages_50-64_yrs,296028,30265,10.2
06/14/2023,NM,Ages_<5yrs,120986,1759,1.5
06/14/2023,NV,Female_Ages_25-49_yrs,523473,46242,8.8
06/14/2023,NY,Sex_Female,10005715,1942399,19.4
06/14/2023,NC,Female_Ages_18-24_yrs,481323,33862,7
06/14/2023,OK,Female_Ages_50-64_yrs,367452,64871,17.7
06/14/2023,OH,Male_Ages_65-74_yrs,556634,243212,43.7
06/14/2023,OH,Male_Ages_5-11_yrs,510090,20908,4.1
06/14/2023,NH,Age_Unknown,,,
06/14/2023,OH,Ages_50-64_yrs,2338545,467232,20
06/14/2023,PA,Female_Ages_40-49_yrs,752618,122487,16.3
06/14/2023,PR,Ages_40-49_yrs,403033,30521,7.6
06/14/2023,OK,Female_Ages_40-49_yrs,231487,23651,10.2
06/14/2023,OR,Male_Ages_12-17_yrs,151969,19432,12.8
06/14/2023,OK,Ages_65+_yrs,635132,250427,39.4
06/14/2023,TN,Female_Ages_<2yrs,78461,,
06/14/2023,VT,Female_Ages_<5yrs,14126,863,6.1
06/14/2023,WV,Male_Ages_2-4_yrs,29239,,
06/14/2023,WY,Sex_Female,284029,,
06/14/2023,VA,Ages_25-39_yrs,1772094,,
06/14/2023,UT,Female_Ages_<5yrs,120743,,
06/14/2023,AR,Female_Ages_<5yrs,91809,269,0.3
06/14/2023,DC,Ages_<2yrs,18764,,
06/14/2023,GU,Ages_<2yrs,6284,,
06/14/2023,GU,Female_Ages_65+_yrs,8568,,
06/14/2023,GA,Female_Ages_5-11_yrs,477326,11020,2.3
06/14/2023,IL,Female_Ages_65+_yrs,1148136,,
06/14/2023,IN,Ages_<5yrs,418340,417,0.1
06/14/2023,MA,Ages_50-64_yrs,1407767,513496,36.5
06/14/2023,MA,Female_Ages_50-64_yrs,729011,279742,38.4
06/14/2023,LA,Ages_65+_yrs,741022,192165,25.9
06/14/2023,MD,Female_Ages_75+_yrs,238042,144757,60.8
06/14/2023,MH,Ages_65+_yrs,3732,,
06/14/2023,MA,Female_Ages_40-49_yrs,427305,128678,30.1
06/14/2023,ME,Ages_40-49_yrs,158218,36723,23.2
06/14/2023,MS,Ages_5-11_yrs,271246,1595,0.6
06/14/2023,MH,Female_Ages_40-49_yrs,3840,,
06/14/2023,MN,Male_Ages_40-49_yrs,337503,75115,22.3
06/14/2023,MI,Ages_<5yrs,566442,,
06/14/2023,MP,Ages_2-4_yrs,2226,,
06/14/2023,NE,Female_Ages_25-49_yrs,296477,,
06/14/2023,MT,Male_Ages_2-4_yrs,19353,35,0.2
06/14/2023,NH,Female_Ages_5-11_yrs,47424,,
